,paper_id,title,authors,year,venue,doi,source_database
627,crossref_10.1109_iccbdai66607.2025.11388490,A Single-stage Interpretable Vision Transformer Model Via Granular-ball Computing,Gou Huan; Yu Fenglin; Jiang Guolai; Zhang Chengfang; Xia Shuyin,2025,"2025 IEEE 6th International Conference on Computer, Big Data, Artificial Intelligence (ICCBD+AI)",10.1109/iccbdai66607.2025.11388490,Crossref
628,crossref_10.1007_978-981-96-0029-8_6,Transformer,Okadome Takeshi,2025,Essentials of Generative AI,10.1007/978-981-96-0029-8_6,Crossref
629,crossref_10.2139_ssrn.5129527,The Role of Transformer Models in Cloud AI Services,Olaoye Godwin,2025,,10.2139/ssrn.5129527,Crossref
630,crossref_10.1101_2025.09.06.674654,TESSA: A unified model to detect trajectory-preserved and spatially-variable genes in spatial transcriptomics,Wu Yuesong; Su Haohao; Steele Nina; Xie Yuying; Cui Yuehua,2025,,10.1101/2025.09.06.674654,Crossref
631,crossref_10.1101_2025.06.16.660020,A Ligand-Centered Framework for γδ T Cell Activation in Colorectal Cancer Revealed by Single-Cell and Transformer-Based Perturbation,Ran Ran; Brubaker Douglas K.,2025,,10.1101/2025.06.16.660020,Crossref
632,crossref_10.59350_ymjnw-nj555,Single-cell analysis and infectious disease forecasting: Google's new AI scientist,Turner Stephen,2025,,10.59350/ymjnw-nj555,Crossref
633,crossref_10.7554_elife.98469.2.sa1,Reviewer #2 (Public review): SCellBOW: AI-Driven Tumor Risk Stratification from Single-Cell Transcriptomics Using Phenotype Algebra,,2025,,10.7554/elife.98469.2.sa1,Crossref
634,ss_7b21a1bd1675e7d20c1dd9c59a368b9a2e948b1f,Tahoe-100M: A Giga-Scale Single-Cell Perturbation Atlas for Context-Dependent Gene Function and Cellular Modeling,Jesse Zhang; Airol A Ubas; Richard de Borja; Valentine Svensson; Nicole Thomas,2025,bioRxiv,10.1101/2025.02.20.639398,SemanticScholar
635,ss_a62e4e42929d059dd25a772fc6060b7caea9c1e3,Swin Transformer and Momentum Contrast (MoCo) in Leukemia Diagnostics: A New Paradigm in AI-Driven Blood Cell Cancer Classification,Eshika Jain; Pratham Kaushik; Vinay Kukreja; M. Ati; Shanmugasundaram Hariharan,2025,IEEE Access,10.1109/ACCESS.2025.3563256,SemanticScholar
636,ss_3c0dd3b5f3e129bf136c18609e9f37707e267aa6,Single-cell foundation models: bringing artificial intelligence into cell biology,S. Baek; Kyungwoo Song; Insuk Lee,2025,Experimental and Molecular Medicine,10.1038/s12276-025-01547-5,SemanticScholar
637,pmid_41370153,BiSAUM: Bi-Directional Sparse Attention Transformer for Cancer Cell Prediction in Multi-Domain Sustainable Healthcare Systems.,Liu Xing; Kim Byung-Gyu; Lv Jianhui; Wu Zhuo,2025,IEEE journal of biomedical and health informatics,10.1109/JBHI.2025.3622630,PubMed
638,pmid_41359542,ProtoMol: enhancing molecular property prediction via prototype-guided multimodal learning.,Wang Yingxu; Zhang Kunyu; Huang Jiaxin; Yin Nan; Liu Siwei,2025,Bioinformatics,10.1093/bib/bbaf629,PubMed
639,pmid_41337156,Epigenetics is all you need: A transformer to decode chromatin structural compartments from the epigenome.,Dodero-Rojas Esteban; Mendieta Angel; Fehlis Yao; Mayala Nicholas; Contessoto Vinicius G,2025,PLoS computational biology,10.1371/journal.pcbi.1012326,PubMed
640,pmid_41293319,SiaScoreNet: a siamese neural network-based model integrating prediction scores for HLA-peptide interaction prediction.,Saadat Mahsa; Zare-Mirakabad Fatemeh; Besharatifard Milad,2025,Bioinformatics,10.1093/bioadv/vbaf248,PubMed
641,pmid_41282930,"Thymus Composition, Disease Control, and Toxicity in Locally Advanced Lung Cancer.",Chaunzwa Tafadzwa L; Book Abraham J; Garomsa Biniam; Meng Yuzhong J; Yang Elaine,2025,medRxiv : the preprint server for health sciences,10.1101/2025.10.20.25338395,PubMed
642,pmid_41269278,Disrupting explicit encoding paradigms: property-interactive transformers decode T-cell receptor specificity beyond dataset biases.,Yang Luming; Liu Haoxian; Calanche Alec; Gokcek Sohret M; Singh Vishal,2025,Bioinformatics,10.1093/bib/bbaf609,PubMed
643,pmid_41237504,BTOB-T: Bilateral orchesTrated deep learning framework based on proteogenOmics for drug-repositioning of Breast cancer Treatment.,Jhee Jong Ho; Lee Hwiyeong; Kim Hyunmi; Song Min-Young; An Jeung Hee,2025,Computers in biology and medicine,10.1016/j.compbiomed.2025.111287,PubMed
644,pmid_41235098,ResUbiNet: A Novel Deep Learning Architecture for Ubiquitination Site Prediction.,Duan Zixin; Liang Yafeng; Xiu Xin; Ma Wenjie; Mei Hu,2025,Current genomics,10.2174/0113892029331751240820111158,PubMed
645,ss_2823428bd13e9589813ad39c8c7097b61523e50c,Single Cell Inference of Cancer Drug Response Using Pathway‐Based Transformer Network,Yinghao Yao; Yuandong Xu; Yaru Zhang; Yuanyuan Gui; Qingshi Bai,2025,Small Methods,10.1002/smtd.202400991,SemanticScholar
646,pmid_41418024,Ablation versus sublobar resection for stage IA non-small cell lung cancer: a multicenter retrospective cohort study using a deep learning model in the ablation group.,Xu Bingchen; Huang Dongcun; Liu Dengyao; Huang Tao; Chen Zhixian,2025,"International journal of surgery (London, England)",10.1097/JS9.0000000000004580,PubMed
647,pmid_41394599,MIMYR: Generative modeling of missing tissue in spatial transcriptomics.,Deshpande Ajinkya; Bei Zhilei; Ma Jian; Krieger Spencer,2025,bioRxiv : the preprint server for biology,10.1101/2025.11.24.690239,PubMed
648,pmid_41381047,A Transformer-Based Deep Learning Approach to Predicting Air Organic Pollutant-Human Protein Interactions.,Zhu Yan; Wang Shihao; Han Yong; Lu Yao; Xiong Anqi,2025,Environmental science & technology,10.1021/acs.est.5c12915,PubMed
649,pmid_40424767,Integrating AI/ML and multi-omics approaches to investigate the role of TNFRSF10A/TRAILR1 and its potential targets in pancreatic cancer.,Sharma Sudhanshu; Singh Rajesh; Kant Shiva; Mishra Manoj K,2025,Computers in biology and medicine,10.1016/j.compbiomed.2025.110432,PubMed
650,pmid_40196278,Transformer-based artificial intelligence on single-cell clinical data for homeostatic mechanism inference and rational biomarker discovery.,Tozzo Veronica; Zhang Lily H; Ranganath Rajesh; Higgins John M,2025,medRxiv : the preprint server for health sciences,10.1101/2025.03.24.25324556,PubMed
651,pmid_40093081,SENSITIVITY BASED MODEL AGNOSTIC SCALABLE EXPLANATIONS OF DEEP LEARNING.,Aggarwal Manu; Cogan N G; Periwal Vipul,2025,bioRxiv : the preprint server for biology,10.1101/2025.02.21.639516,PubMed
652,pmid_39964048,Towards the Next Generation of Data-Driven Therapeutics Using Spatially Resolved Single-Cell Technologies and Generative AI.,Rodov Avital; Baniadam Hosna; Zeiser Robert; Amit Ido; Yosef Nir,2025,European journal of immunology,10.1002/eji.202451234,PubMed
653,pmid_39778075,SEE: A Method for Predicting the Dynamics of Chromatin Conformation Based on Single-Cell Gene Expression.,Li Minghong; Yang Yurong; Wu Rucheng; Gong Haiyan; Yuan Zan,2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",10.1002/advs.202406413,PubMed
654,pmid_41150905,Artificial Intelligence and Multimodality Data Integration Decipher Tertiary Lymphoid Structure Maturity in Gastric Cancer.,Wu Wenxuan; Xun Zhenzhen; Han Yaxuan; Chen Qimiao; Yu Shaojun,2025,Cancer research,10.1158/0008-5472.CAN-25-1793,PubMed
655,pmid_41012606,APOBEC3B Promotes SARS-CoV-2 Through Activation of PKR/eIF2⍺ and AMPD2 Dysregulation.,Fixman Benjamin; Manjunath Lavanya; Sell Philip; Wang Shanshan; Margaryan Tamara,2025,Viruses,10.3390/v17091176,PubMed
656,pmid_40968257,Multi-modal characterization of metabolic and immune gene clusters in adrenocortical carcinoma treatment.,Hao Wenjun; Yao Luhan; Wang Yanlong; Wan Jiayu; Zhu Yuyan,2025,NPJ precision oncology,10.1038/s41698-025-01092-4,PubMed
657,pmid_40879746,Deep learning in chromatin organization: from super-resolution microscopy to clinical applications.,Rotkevich Mikhail; Viana Carlotta; Neguembor Maria Victoria; Cosma Maria Pia,2025,Cellular and molecular life sciences : CMLS,10.1007/s00018-025-05837-z,PubMed
658,pmid_40832178,CART-GPT: A T Cell-Informed AI Linguistic Framework for Interpreting Neurotoxicity and Therapeutic Outcomes in CAR-T Therapy.,Mao Tiantian; Shao Xiaojian; Guo Wei; Jiang Zhiwu; Jing Rui,2025,bioRxiv : the preprint server for biology,10.1101/2025.08.08.669387,PubMed
659,pmid_40789829,SANNO: A Graph-Transformer Enhanced Optimal Transport Tool for Spatial Transcriptomic Annotation.,Zeng Yuansong; Chen Yuanze; Shangguan Ningyuan; Li Wenbing; Cai Xiaoming,2025,"Interdisciplinary sciences, computational life sciences",10.1007/s12539-025-00752-0,PubMed
660,pmid_40635975,A review of transformer models in drug discovery and beyond.,Jiang Jian; Chen Long; Ke Lu; Dou Bozheng; Zhang Chunhuan,2025,Journal of pharmaceutical analysis,10.1016/j.jpha.2024.101081,PubMed
661,pmid_40551223,CellMemory: hierarchical interpretation of out-of-distribution cells using bottlenecked transformer.,Wang Qifei; Zhu He; Hu Yiwen; Chen Yanjie; Wang Yuwei,2025,Genome Biology,10.1186/s13059-025-03638-y,PubMed
662,ss_bb05feca31b360e2a4184cb1c6c1adbe6ecbd8d5,Towards Precision Aging Biology: Single-Cell Multi-Omics and Advanced AI-Driven Strategies,Sijia Xie; Xinwei Luo; Feitong Hong; Yijie Wei; Yuduo Hao,2025,Aging and Disease,10.14336/AD.2025.0218,SemanticScholar
663,ss_2faa9563d0eb75de92690af0117c1a9c07a27487,Single-cell research in Latin America and the Caribbean builds genomics datasets for equitable AI-powered precision medicine,Vinicius Maracaja-Coutinho; Helder Nakaya,2025,Nature reviews. Molecular cell biology,10.1038/s41580-025-00913-5,SemanticScholar
664,ss_a9894cdeac41191a5ac025d07f24e2da7575e040,Towards a unified framework for single‐cell ‐omics‐based disease prediction through AI,Matteo Barberis; Jinkun Xie,2025,Clinical and Translational Medicine,10.1002/ctm2.70290,SemanticScholar
665,ss_18ecebe0b0fe0d241cd60933b9855e9f8cf656c7,SCassist: an AI based workflow assistant for single-cell analysis,Vijayaraj Nagarajan; Guangpu Shi; Samyuktha Arunkumar; Chunhong Liu; Jaanam Gopalakrishnan,2025,Bioinform.,10.1093/bioinformatics/btaf402,SemanticScholar
666,pmid_41660012,BMP and NODAL paracrine signalling regulate the totipotent-like cell state in embryonic stem cells.,Jagdish Sanidhya; Joumier Loick; Dhakal Sabin; Duran-Bishop Gilberto; Usama Mohammed,2025,Frontiers in cell and developmental biology,10.3389/fcell.2025.1720355,PubMed
667,pmid_41602548,JAK-centric explainable few-shot gene-expression diagnosis framework for alopecia via MultiPLIER priors and relation-style set-to-set comparison.,Yu Nanlan; Ran Ling; Gong Xinrong; Teng Junfei; Liu Shulei,2025,Frontiers in molecular biosciences,10.3389/fmolb.2025.1753206,PubMed
668,ss_56cbc50e4ab70093de29a4b5476c0b846e5b8b25,HGATLink: single-cell gene regulatory network inference via the fusion of heterogeneous graph attention networks and transformer,Yao Sun; Jing Gao,2025,Bioinformatics,10.1186/s12859-025-06071-x,SemanticScholar
669,ss_2c068057397bf36597dda0be1134f046adf71627,Enhancing Single-Cell and Bulk Hi-C Data Using a Generative Transformer Model,Ruoying Gao; Thomas N. Ferraro; Liang Chen; Shaoqiang Zhang; Yong Chen,2025,Biology,10.3390/biology14030288,SemanticScholar
670,ss_f10aa96bddb12ed8d550d257334f4a6187612c4a,An Agentic AI Framework for Ingestion and Standardization of Single-Cell RNA-seq Data Analysis,Nima Nouri; Ronen Artzi; Virginia Savova,2025,bioRxiv,10.1038/s44387-025-00064-0,SemanticScholar
671,ss_2c240aa85e4d2829f265961b01c450efac4773da,A Multi-Modal AI Copilot for Single-Cell Analysis with Instruction Following,Yin Fang; Xinle Deng; Kangwei Liu; Ningyu Zhang; Jingyang Qian,2025,arXiv.org,10.48550/arXiv.2501.08187,SemanticScholar
672,ss_0ecd9797b1b9893ac595b41c19778248d7165141,"Real‐Time Eco–AI, Electrophoresis‐Correlative Data‐Dependent Acquisition with AI‐Based Data Processing Broadens Access to Single‐Cell Mass Spectrometry Proteomics",Bowen Shen; Fei Zhou; Peter Nemes,2025,Angewandte Chemie,10.1002/anie.202510692,SemanticScholar
673,ss_78aa2556196e3f59c17f4a3a9b9b84d64f2ac2c1,"Extending Fairness in Single-Cell AI: Evaluating Age, Sex, and Ethnicity Bias with Synthetic Data Augmentation",Fernando Peralta Castro; Jiaqi Zhang; Ritambhara Singh,2025,Bioinformatics,10.1145/3765612.3767761,SemanticScholar
674,ss_314adc44bd02ed83163f9749242c1c5fb4472a29,"Precision Recovery After Spinal Cord Injury: Integrating CRISPR Technologies, AI-Driven Therapeutics, Single-Cell Omics, and System Neuroregeneration",Razvan-Adrian Covache-Busuioc; C. Toader; M. Radoi; Matei Serban,2025,International Journal of Molecular Sciences,10.3390/ijms26146966,SemanticScholar
675,ss_c82a8a41959ed12535736b3fcfde85009c7abb84,A joint analysis of single cell transcriptomics and proteomics using transformer,Yuanyuan Chen; Xiaodan Fan; Chaowen Shi; Zhiyan Shi; Chaojie Wang,2025,npj Systems Biology and Applications,10.1038/s41540-024-00484-9,SemanticScholar
676,ss_cc982b3e13a0ff62b16a0b621bec457b30d3591f,"scBaseCount: an AI agent-curated, uniformly processed, and autonomously updated single cell data repository",Nicholas D. Youngblut; Christopher Carpenter; Arshia Nayebnazar; Abhinav Adduri; Rohan Shah,2025,bioRxiv,10.1101/2025.02.27.640494,SemanticScholar
677,ss_2b17cbfb0f2dd83d73b3d5975b77bb6b737a91b8,Inferring spatial single-cell-level interactions through interpreting cell state and niche correlations learned by self-supervised graph transformer,Xiao Xiao; Le Zhang; Hongyu Zhao; Zuoheng Wang,2025,bioRxiv,10.1038/s42256-025-01161-0,SemanticScholar
678,ss_27f8e5f6f48b0d1c7159d198627f4d6ca207bc12,TEDDY: A Family Of Foundation Models For Understanding Single Cell Biology,Alexis Chevalier; Soumya Ghosh; U. Awasthi; James Watkins; Julia Bieniewska,2025,arXiv.org,10.48550/arXiv.2503.03485,SemanticScholar
679,ss_259d4ef8ca954063a2cd0517a2b2aad8b04294bd,Transformer-Based Hematological Malignancy Prediction from Peripheral Blood Smears in a Real-World Cohort,Muhammed Furkan Dasdelen; I. Kukuljan; Peter Lienemann; Fatih Ozlugedik; A. Sadafi,2025,,,SemanticScholar
680,ss_d8e94b7f20b873be2357be037581d036f56e230e,Multimodal AI predicts clinical outcomes of drug combinations from preclinical data,Yepeng Huang; Xiaorui Su; Varun Ullanat; Ivy Liang; L. Clegg,2025,arXiv.org,10.48550/arXiv.2503.02781,SemanticScholar
681,ss_31cde74e3d75ce916462d0e84cd4aa99a711f3da,Abstract 6312: AI-Driven Identification of Drug-Tolerant Persister Cells in Lung Cancer,B. Selvaraj; Abinaya Vairam; Pablo Andres Moreno Cortez; Ramya Tanikanti; Anca Farcas,2025,Cancer Research,10.1158/1538-7445.am2025-6312,SemanticScholar
682,ss_a511b4b4b41cc7a33a79f8ebe93fe469e26c8fac,Artificial intelligence predicts genetic network disruptions to overcome CAR-T resistance in Mantle Cell Lymphoma,F. Yan; Yang Liu; H. Lee; Han Liang; Lukas M. Simon,2025,Blood,10.1182/blood-2025-1764,SemanticScholar
683,crossref_10.1101_2025.09.22.677811,Single Cell Foundation Models Evaluation (scFME) for In-Silico Perturbation,Boylan James; Solovyeva Elizaveta; Bouiller Theophile; Liu Xiong; Hoersch Sebastian,2025,,10.1101/2025.09.22.677811,Crossref
684,crossref_10.1101_2025.09.30.679477,scRGP: Prediction of Single-cell Genetic Perturbation Transcriptional Responses based on Rank in Multiple Scenarios,Liu Yufeng; Zhang Hao; Xu Mingmin; Wang Duowei; Hu Weiwei,2025,,10.1101/2025.09.30.679477,Crossref
685,pmid_41514902,LazyNet: Interpretable ODE Modeling of Sparse CRISPR Single-Cell Screens Reveals New Biological Insights.,Yi Ziyue; Ma Nao; Ao Yuanbo,2025,Biology,10.3390/biology15010062,PubMed
686,pmid_41514844,Pattern Learning and Knowledge Distillation for Single-Cell Data Annotation.,Zhang Ming; Ren Boran; Li Xuedong,2025,Biology,10.3390/biology15010002,PubMed
687,pmid_41401160,A novel expert-annotated single-cell dataset for thyroid cancer diagnosis with deep learning benchmarks.,Huy Nguyen Quang; Do Thanh-Ha; Van De Nguyen; Giap Hoang Kim; Tram Vu Huyen,2025,PLOS digital health,10.1371/journal.pdig.0001120,PubMed
688,pmid_41266662,AI-driven multi-omics integration in precision oncology: bridging the data deluge to clinical decisions.,Hsu Chou-Yi; Askar Shavan; Alshkarchy Samer Saleem; Nayak Priya Priyadarshini; Attabi Kassem A L,2025,Clinical and experimental medicine,10.1007/s10238-025-01965-9,PubMed
689,pmid_41168487,Nicheformer: a foundation model for single-cell and spatial omics.,Tejada-Lapuerta Alejandro; Schaar Anna C; Gutgesell Robert; Palla Giovanni; Halle Lennard,2025,Nature methods,10.1038/s41592-025-02814-z,PubMed
690,crossref_10.1101_2025.02.07.637061,Using single-cell perturbation screens to decode the regulatory architecture of splicing factor programs,Anglada-Girotto Miquel; Miravet-Verde Samuel; Serrano Luis,2025,,10.1101/2025.02.07.637061,Crossref
691,crossref_10.1360_ssm-2024-0315,A review on single-cell perturbation data analysis,Zichu Fu; Ming Yang; Lin Hou,2025,SCIENTIA SINICA Mathematica,10.1360/ssm-2024-0315,Crossref
692,ss_bed7fd5af6226a04e11c9c5817ca4432d8b0a532,SToFM: a Multi-scale Foundation Model for Spatial Transcriptomics,Suyuan Zhao; Yizhen Luo; Ganbo Yang; Yan Zhong; Hao Zhou,2025,International Conference on Machine Learning,10.48550/arXiv.2507.11588,SemanticScholar
693,ss_ca171cc8427c0cd9a0b640b33a3ef4d19898e000,DiffDecompose: Layer-Wise Decomposition of Alpha-Composited Images via Diffusion Transformers,Zitong Wang; Hang Zhao; Qianyu Zhou; Xuequan Lu; Xiangtai Li,2025,arXiv.org,10.48550/arXiv.2505.21541,SemanticScholar
694,ss_35b23bbea75ea532a7b9f6c2df761af10ab40468,stFormer: a foundation model for spatial transcriptomics,Shenghao Cao; Kaiyuan Yang; Jiabei Cheng; Jiachen Li; Hongbin Shen,2025,bioRxiv,10.1101/2024.09.27.615337,SemanticScholar
